OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
3711,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,1959,White,Male,43,11,I151000010
3712,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,1959,White,Male,43,11,2015-001072
3713,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,1959,White,Male,43,11,UOF2015-206
3714,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Search/Seizure,Improper search of a member of the opposite sex,Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,15-022
3715,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,15-022
3716,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Search/Seizure,Improper search of a member of the opposite sex,Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,I150993541
3717,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,I150993541
3718,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Search/Seizure,Improper search of a member of the opposite sex,Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,DP15-037574
3719,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,DP15-037574
3720,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Search/Seizure,Improper search of a member of the opposite sex,Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,I151000010
3721,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,I151000010
3722,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Search/Seizure,Improper search of a member of the opposite sex,Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,2015-001072
3723,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,2015-001072
3724,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Search/Seizure,Improper search of a member of the opposite sex,Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,UOF2015-206
3725,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Prisoner Handling/Trans.,Mistreatment of person in custody,Not Sustained,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,2524,White,Female,40,7,UOF2015-206
3726,8145,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/22,20:15:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Vehicle Operation,Texting while driving,Sustained,Incident Location,2300,Interstate 465 (east),,S,Indianapolis,3755,Unknown,Male,,747,Black,Female,46,21,15-644
3727,8145,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/22,20:15:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Vehicle Operation,Speeding,Sustained,Incident Location,2300,Interstate 465 (east),,S,Indianapolis,3755,Unknown,Male,,747,Black,Female,46,21,15-644
3728,8147,Citizen Complaint,Investigation,CPCO (Informal),2015/04/21,11:45:00,Operations Division,Southwest District,SW Day Tactical Shift,Accident Investigation,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,5251,Kentucky,Avenue,,Indianapolis,3756,White,Female,,2946,White,Male,27,5,15-643
3729,8147,Citizen Complaint,Investigation,CPCO (Informal),2015/04/21,11:45:00,Operations Division,Southwest District,SW Day Tactical Shift,Accident Investigation,Citizen Interaction,Failure to Release Property,Exonerated,Incident Location,5251,Kentucky,Avenue,,Indianapolis,3756,White,Female,,2946,White,Male,27,5,15-643
3730,8147,Citizen Complaint,Investigation,CPCO (Informal),2015/04/21,11:45:00,Operations Division,Southwest District,SW Day Tactical Shift,Accident Investigation,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,5251,Kentucky,Avenue,,Indianapolis,3756,White,Female,,2946,White,Male,27,5,I151111147
3731,8147,Citizen Complaint,Investigation,CPCO (Informal),2015/04/21,11:45:00,Operations Division,Southwest District,SW Day Tactical Shift,Accident Investigation,Citizen Interaction,Failure to Release Property,Exonerated,Incident Location,5251,Kentucky,Avenue,,Indianapolis,3756,White,Female,,2946,White,Male,27,5,I151111147
3732,8147,Citizen Complaint,Investigation,CPCO (Informal),2015/04/21,11:45:00,Operations Division,Southwest District,SW Day Tactical Shift,Accident Investigation,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,5251,Kentucky,Avenue,,Indianapolis,3756,White,Female,,2946,White,Male,27,5,902436333
3733,8147,Citizen Complaint,Investigation,CPCO (Informal),2015/04/21,11:45:00,Operations Division,Southwest District,SW Day Tactical Shift,Accident Investigation,Citizen Interaction,Failure to Release Property,Exonerated,Incident Location,5251,Kentucky,Avenue,,Indianapolis,3756,White,Female,,2946,White,Male,27,5,902436333
3734,8148,Citizen Complaint,Arrest,CPCO (Informal),2013/03/11,13:21:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT 2ND RC,Violation of Any Law,Theft,Not Sustained,Incident Location,3746,46th,Street,W,Indianapolis,3757,Black,Male,39,2276,White,Male,51,15,15-645
3735,14912,Citizen Complaint,Call For Service,CPCO (Informal),2016/06/12,20:04:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,210,Michigan,Street,E,Indianapolis,8235,Black,Female,23,1408,Black,Female,46,14,16-678
3736,14912,Citizen Complaint,Call For Service,CPCO (Informal),2016/06/12,20:04:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Unfounded,Incident Location,210,Michigan,Street,E,Indianapolis,8235,Black,Female,23,1408,Black,Female,46,14,16-678
3737,14912,Citizen Complaint,Call For Service,CPCO (Informal),2016/06/12,20:04:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,210,Michigan,Street,E,Indianapolis,8235,Black,Female,23,1408,Black,Female,46,14,I161642412
3738,14912,Citizen Complaint,Call For Service,CPCO (Informal),2016/06/12,20:04:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Unfounded,Incident Location,210,Michigan,Street,E,Indianapolis,8235,Black,Female,23,1408,Black,Female,46,14,I161642412
3739,9241,Citizen Complaint,Call For Service,CPCO (Formal),2015/06/23,11:16:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,,Bias-Based Profiling,Race,Unfounded,Incident Location,1025,Concord,Street,N,Indianapolis,3809,Black,Male,63,1334,White,Male,41,16,15-045
3740,9241,Citizen Complaint,Call For Service,CPCO (Formal),2015/06/23,11:16:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Unfounded,Incident Location,1025,Concord,Street,N,Indianapolis,3809,Black,Male,63,1334,White,Male,41,16,15-045
3741,9241,Citizen Complaint,Call For Service,CPCO (Formal),2015/06/23,11:16:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,,Bias-Based Profiling,Race,Unfounded,Incident Location,1025,Concord,Street,N,Indianapolis,3809,Black,Male,63,1334,White,Male,41,16,I151741109
3742,9241,Citizen Complaint,Call For Service,CPCO (Formal),2015/06/23,11:16:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Unfounded,Incident Location,1025,Concord,Street,N,Indianapolis,3809,Black,Male,63,1334,White,Male,41,16,I151741109
3743,9241,Citizen Complaint,Call For Service,CPCO (Formal),2015/06/23,11:16:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,,Bias-Based Profiling,Race,Unfounded,Incident Location,1025,Concord,Street,N,Indianapolis,3809,Black,Male,63,1334,White,Male,41,16,DP15-069508
3744,9241,Citizen Complaint,Call For Service,CPCO (Formal),2015/06/23,11:16:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Unfounded,Incident Location,1025,Concord,Street,N,Indianapolis,3809,Black,Male,63,1334,White,Male,41,16,DP15-069508
3745,8225,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/27,09:24:00,Operations Division,Northwest District,Nd Middle Shift,,Vehicle Operation,Aggressive or unsafe driving,Unfounded,Incident Location,5100,Southeastern,Avenue,,Indianapolis,3811,Unknown,Female,,3071,White,Male,36,3,15-647
3746,8239,Citizen Complaint,Investigation,CPCO (Formal),2015/04/22,10:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (DAY),HOMICIDE UNIT (DAY),Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,200,Washington ,Street,E,Indianapolis,3820,Black,Female,24,583,Black,Male,47,21,15-024
3747,8239,Citizen Complaint,Investigation,CPCO (Formal),2015/04/22,10:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (DAY),HOMICIDE UNIT (DAY),Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,200,Washington ,Street,E,Indianapolis,3820,Black,Female,24,583,Black,Male,47,21,DP15-027755
3748,8239,Citizen Complaint,Investigation,CPCO (Formal),2015/04/22,10:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (DAY),HOMICIDE UNIT (DAY),Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,200,Washington ,Street,E,Indianapolis,3820,Black,Female,24,583,Black,Male,47,21,I150760480
3749,8239,Citizen Complaint,Investigation,CPCO (Formal),2015/04/22,10:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (DAY),HOMICIDE UNIT (DAY),Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,200,Washington ,Street,E,Indianapolis,3820,Black,Female,24,583,Black,Male,47,21,DP15-027884
3750,12563,Citizen Complaint,Not Applicable,CPCO (Formal),2016/02/15,14:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,200,Washington ,Street,E,Indianapolis,6693,Black,Male,40,2525,Black,Male,39,8,16-011
3751,12563,Citizen Complaint,Not Applicable,CPCO (Formal),2016/02/15,14:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,Indecent or lewd language,Unfounded,Incident Location,200,Washington ,Street,E,Indianapolis,6693,Black,Male,40,2525,Black,Male,39,8,16-011
3752,12563,Citizen Complaint,Not Applicable,CPCO (Formal),2016/02/15,14:00:00,CRIMINAL INVESTIGATION DIVISION,HOMICIDE AND ROBBERY,HOMICIDE SECTION (MIDDLE),HOMICIDE UNIT (MIDDLE),Citizen Interaction,Failure to provide name or badge number,Exonerated,Incident Location,200,Washington ,Street,E,Indianapolis,6693,Black,Male,40,2525,Black,Male,39,8,16-011
3753,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,C10153688
3754,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,C10153688
3755,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,Failure to provide name or badge number,Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,C10153688
3756,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Substandard Performance,"Failure to complete required work promptly, accurately, or completely",Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,C10153688
3757,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CC 15-649
3758,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CC 15-649
3759,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,Failure to provide name or badge number,Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CC 15-649
3760,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Substandard Performance,"Failure to complete required work promptly, accurately, or completely",Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CC 15-649
3761,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CO2015-040
3762,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CO2015-040
3763,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,Failure to provide name or badge number,Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CO2015-040
3764,8257,Citizen Complaint,Off-Duty Employment,CPCO (Informal),2015/04/24,12:50:00,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Substandard Performance,"Failure to complete required work promptly, accurately, or completely",Sustained,Incident Location,100,Capital,Avenue,S,Indianapolis,3830,Black,Male,23,688,White,Male,50,28,CO2015-040
3765,9223,Citizen Complaint,Investigation,CPCO (Informal),2015/07/08,13:28:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,HIT/RUN INVESTIGATIONS UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,551,King,Avenue,N,Indianapolis,4506,Black,Female,42,2409,White,Male,35,9,15-696
3766,9223,Citizen Complaint,Investigation,CPCO (Informal),2015/07/08,13:28:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,HIT/RUN INVESTIGATIONS UNIT,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Unfounded,Incident Location,551,King,Avenue,N,Indianapolis,4506,Black,Female,42,2409,White,Male,35,9,15-696
3767,9223,Citizen Complaint,Investigation,CPCO (Informal),2015/07/08,13:28:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,HIT/RUN INVESTIGATIONS UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,551,King,Avenue,N,Indianapolis,4506,Black,Female,42,2409,White,Male,35,9,I151011962
3768,9223,Citizen Complaint,Investigation,CPCO (Informal),2015/07/08,13:28:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,HIT/RUN INVESTIGATIONS UNIT,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Unfounded,Incident Location,551,King,Avenue,N,Indianapolis,4506,Black,Female,42,2409,White,Male,35,9,I151011962
3769,9223,Citizen Complaint,Investigation,CPCO (Informal),2015/07/08,13:28:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,HIT/RUN INVESTIGATIONS UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,551,King,Avenue,N,Indianapolis,4506,Black,Female,42,2409,White,Male,35,9,DP15-038265
3770,9223,Citizen Complaint,Investigation,CPCO (Informal),2015/07/08,13:28:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,HIT/RUN INVESTIGATIONS UNIT,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Unfounded,Incident Location,551,King,Avenue,N,Indianapolis,4506,Black,Female,42,2409,White,Male,35,9,DP15-038265
3771,17466,Citizen Complaint,Investigation,CPCO (Informal),2016/11/09,09:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DETECTIVE SECTION,SW DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,551,King,Avenue,N,Indianapolis,10046,Hispanic,Male,,2035,White,Male,39,12,16-749
